0.000000 5.208804 0.049327 1.305300 100.566150 -85.403850 19.241636
1000.000000 5.206514 0.048849 1.286980 102.480500 -85.132700 132.734640
2000.000000 5.205677 0.050595 1.278126 104.470160 -86.276049 -112.189660
3000.000000 5.207404 0.052761 1.277021 106.599170 -84.625284 -0.029699
4000.000000 5.207293 0.051755 1.281818 108.676240 -83.680140 112.721590
5000.000000 5.206773 0.052619 1.295308 110.621930 -85.502880 -131.558390
6000.000000 5.207042 0.055487 1.316463 112.500160 -84.555297 -18.444077
7000.000000 5.206103 0.055332 1.342483 114.181280 -82.331615 93.490712
8000.000000 5.206783 0.055441 1.374671 115.583170 -82.599410 -151.853310
9000.000000 5.208001 0.057857 1.412589 116.771810 -81.378819 -38.430986
10000.000000 5.206230 0.057984 1.452289 117.671730 -77.648498 72.791564
11000.000000 5.205715 0.057357 1.495773 118.267230 -76.309281 -173.371770
12000.000000 5.206946 0.059136 1.541044 118.635150 -74.381013 -59.845458
13000.000000 5.206982 0.059301 1.587017 118.726670 -69.650646 51.184716
14000.000000 5.205795 0.057671 1.633903 118.609590 -67.125821 164.544980
15000.000000 5.206206 0.058349 1.679156 118.286860 -64.933704 -81.528839
16000.000000 5.207704 0.058489 1.724071 117.736080 -59.906113 29.891895
17000.000000 5.207648 0.056240 1.767964 117.082610 -56.666896 143.089550
18000.000000 5.206345 0.056375 1.808060 116.256360 -54.733346 -102.253470
19000.000000 5.206868 0.056784 1.846501 115.302900 -49.963141 9.830223
20000.000000 5.206807 0.054204 1.881177 114.301040 -46.066369 122.860800
21000.000000 5.207172 0.053575 1.910563 113.185980 -44.668624 -121.635870
22000.000000 5.207247 0.054875 1.937383 111.972900 -40.368426 -8.907332
23000.000000 5.205836 0.052838 1.960032 110.754610 -35.046488 102.944990
24000.000000 5.206088 0.051156 1.976170 109.472630 -32.806078 -142.170140
25000.000000 5.208413 0.051904 1.988615 108.115880 -29.148092 -28.762043
26000.000000 5.206185 0.049801 1.995948 106.798010 -23.389688 82.665498
27000.000000 5.205616 0.047171 1.996778 105.422940 -20.817507 -162.624340
28000.000000 5.206981 0.047069 1.994126 104.055190 -17.854437 -48.487101
29000.000000 5.207256 0.045070 1.985275 102.721340 -12.051665 62.889889
30000.000000 5.206553 0.041653 1.971874 101.370560 -10.070211 178.218950
31000.000000 5.206682 0.041114 1.954228 100.093160 -8.725390 -66.063894
32000.000000 5.206813 0.039483 1.930846 98.838232 -3.832973 46.112824
33000.000000 5.207812 0.035882 1.905008 97.627783 -2.547051 162.027840
34000.000000 5.206735 0.035530 1.873809 96.540974 -3.162350 -80.443641
35000.000000 5.206382 0.034807 1.839019 95.502307 0.832137 32.353309
36000.000000 5.206221 0.031427 1.802668 94.603975 1.242265 148.853300
